Item URL,Image URL,Clothing Item Name,Price,,,,,,,,,,,,,,,,,,,LABEL-12,HREF-12,LABEL-13,HREF-13,LABEL-14,HREF-14,LABEL-15,HREF-15,LABEL-16,HREF-16,LABEL-17,HREF-17,LABEL-18,HREF-18,LABEL-19,HREF-19
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-def-leppard-2226839/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1729856029/productimages/2226839-1-01.jpg",Cropped long sleeve top - Def Leppard,"5,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-polo-shirt-slim-fit-ribbed-2249477/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755605874/productimages/2249477-1-01.jpg",Cropped polo shirt - slim fit - ribbed,"6,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-polo-shirt-slim-fit-ribbed-2249476/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755707055/productimages/2249476-1-01.jpg",Cropped polo shirt - slim fit - ribbed,"6,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-polo-shirt-slim-fit-ribbed-2249475/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755707098/productimages/2249475-1-01.jpg",Cropped polo shirt - slim fit - ribbed,"6,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-slim-fit-2247664/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1756380773/productimages/2247664-1-01.jpg",T-shirt - slim fit,"6,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244632/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1745835417/productimages/2244632-1-01.jpg",Cropped long sleeve top - ribbed,"6,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-slim-fit-2249506/6,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755706963/productimages/2249506-6-01.jpg",T-shirt - slim fit,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-slim-fit-2249506/5,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755707009/productimages/2249506-5-01.jpg",T-shirt - slim fit,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/skirt-textured-2247834/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752247461/productimages/2247834-1-01.jpg",Skirt - textured,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-top-textured-2247508/4,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755091053/productimages/2247508-4-01.jpg",Cropped top - textured,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-top-textured-2247508/3,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752766460/productimages/2247508-3-01.jpg",Cropped top - textured,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/miniskirt-striped-textured-2247330/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752247884/productimages/2247330-2-01.jpg",Miniskirt - striped - textured,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-oversized-2246769/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755786611/productimages/2246769-2-01.jpg",T-shirt - oversized,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-oversized-2246769/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755605963/productimages/2246769-1-01.jpg",T-shirt - oversized,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/long-sleeve-top-slim-fit-ribbed-2245393/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1756381434/productimages/2245393-2-01.jpg",Long sleeve top - slim fit - ribbed,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/shirt-dress-2244220/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752767212/productimages/2244220-1-01.jpg",Shirt dress,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-blouse-2244086/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752767301/productimages/2244086-1-01.jpg",Cropped blouse,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/v-neck-blouse-striped-2244085/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1754387655/productimages/2244085-1-01.jpg",V-neck blouse - striped,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-blouse-smocked-2244081/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752767345/productimages/2244081-1-01.jpg",Cropped blouse - smocked,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-blouse-smocked-2244080/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752767392/productimages/2244080-1-01.jpg",Cropped blouse - smocked,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/sequin-miniskirt-2229944/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1730113245/productimages/2229944-1-01.jpg",Sequin miniskirt,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/skirt-2228665/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1721992732/productimages/2228665-2-01.jpg",Skirt,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/bodycon-dress-faux-leather-2226927/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1725628393/productimages/2226927-1-01.jpg",Bodycon dress - faux leather,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/leggings-2226794/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1723200315/productimages/2226794-1-01.jpg",Leggings,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-hoodie-2226792/4,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1723538939/productimages/2226792-4-01.jpg",Cropped hoodie,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-hoodie-2226792/3,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1736949923/productimages/2226792-3-01.jpg",Cropped hoodie,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/denim-corsage-2226346/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1726564997/productimages/2226346-1-01.jpg",Denim corsage,"7,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-2252448/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755706714/productimages/2252448-2-01.jpg",Cropped long sleeve top,"8,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-2252448/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755706760/productimages/2252448-1-01.jpg",Cropped long sleeve top,"8,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/skort-pinstripes-2247520/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1758289744/productimages/2247520-2-01.jpg",Skort - pinstripes,"8,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-2245382/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1754383561/productimages/2245382-2-01.jpg",Cropped long sleeve top,"8,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/bodycon-off-shoulder-dress-ribbed-2226425/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1729087354/productimages/2226425-1-01.jpg",Bodycon off-shoulder dress - ribbed,"8,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-oversized-2253350/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755706614/productimages/2253350-2-01.jpg",T-shirt - oversized,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-striped-2253346/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1762157058/productimages/2253346-1-01.jpg",,,,,,,,,,,,,,,,,,,,,New,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-striped-2253346/1,Cropped long sleeve top - slim fit - ribbed - striped,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-striped-2253346/1,"9,99 €",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-striped-2253346/1,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/leggings-2251637/3,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1760014172/productimages/2251637-3-08.jpg",,,,,,,,,,,,,,,,,,,,,New,https://www.c-and-a.com/eu/en/shop/leggings-2251637/3,Leggings,https://www.c-and-a.com/eu/en/shop/leggings-2251637/3,"9,99 €",https://www.c-and-a.com/eu/en/shop/leggings-2251637/3,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/leggings-2251637/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1762157210/productimages/2251637-2-01.jpg",,,,,,,,,,,,,,,,,,,,,New,https://www.c-and-a.com/eu/en/shop/leggings-2251637/2,Leggings,https://www.c-and-a.com/eu/en/shop/leggings-2251637/2,"9,99 €",https://www.c-and-a.com/eu/en/shop/leggings-2251637/2,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1762157356/productimages/2251631-2-01.jpg",,,,,,,,,,,,,,,,,,,,,New,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/2,Cropped long sleeve top - slim fit - ribbed,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/2,"9,99 €",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/2,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1762157400/productimages/2251631-1-01.jpg",,,,,,,,,,,,,,,,,,,,,New,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/1,Cropped long sleeve top - slim fit - ribbed,https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/1,"9,99 €",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-slim-fit-ribbed-2251631/1,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/long-sleeve-top-slim-fit-2250723/3,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1757929376/productimages/2250723-3-01.jpg",Long sleeve top - slim fit,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-polo-shirt-slim-fit-ribbed-striped-2249961/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1757511437/productimages/2249961-1-01.jpg",Cropped polo shirt - slim fit - ribbed - striped,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-polo-shirt-slim-fit-ribbed-striped-2249959/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1757511486/productimages/2249959-1-01.jpg",Cropped polo shirt - slim fit - ribbed - striped,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-oversized-2249815/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1757511582/productimages/2249815-1-01.jpg",T-shirt - oversized,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/long-sleeve-top-ribbed-2248459/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755090951/productimages/2248459-1-01.jpg",Long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/t-shirt-oversized-2247338/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1753685031/productimages/2247338-1-01.jpg",T-shirt - oversized,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-t-shirt-with-button-placket-ribbed-2247335/3,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752247794/productimages/2247335-3-01.jpg",Cropped T-shirt with button placket - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-t-shirt-with-button-placket-ribbed-2247335/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752247838/productimages/2247335-1-01.jpg",Cropped T-shirt with button placket - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-striped-2246621/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755707625/productimages/2246621-1-01.jpg",Cropped long sleeve top - ribbed - striped,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2245841/6,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1760462054/productimages/2245841-6-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2245841/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1754387512/productimages/2245841-2-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2245841/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1755098164/productimages/2245841-1-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/long-sleeve-top-slim-fit-ribbed-floral-2245392/1,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1756381522/productimages/2245392-1-01.jpg",Long sleeve top - slim fit - ribbed - floral,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/6,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1758023590/productimages/2244289-6-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.c-and-a.com/img/product/q_auto:good,c_scale,w_16/v1752659600/productimages/2244289-5-00.jpg",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/6,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/5,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1753260431/productimages/2244289-5-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.c-and-a.com/img/product/q_auto:good,c_scale,w_16/v1755942342/productimages/2244289-6-00.jpg",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/5,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/4,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1752767121/productimages/2244289-4-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.c-and-a.com/img/product/q_auto:good,c_scale,w_16/v1755942342/productimages/2244289-6-00.jpg",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/4,,,,,,,,
https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/2,"https://www.c-and-a.com/img/product/q_auto:good,b_rgb:FAFAFA,c_scale,w_262/v1753260479/productimages/2244289-2-01.jpg",Cropped long sleeve top - ribbed,"9,99 €",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.c-and-a.com/img/product/q_auto:good,c_scale,w_16/v1755942342/productimages/2244289-6-00.jpg",https://www.c-and-a.com/eu/en/shop/cropped-long-sleeve-top-ribbed-2244289/2,,,,,,,,
