Clothing Item Name,Item URL,Image URL,Brand Name,Price,,,,,,,,,,,,,,,,,,,,,,,,,
Women's black pure cotton T-shirt,https://www.ovsfashion.com/en/pt/p/womens-black-pure-cotton-t-shirt-002415773.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd13e064f/media/products/002/415/002415773_F.jpg?sw=900&sh=1200,OVS,"€ 6,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton white t-shirt with print,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-white-t-shirt-with-print-002415768.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb9ff7335/media/products/002/415/002415768_F.jpg?sw=900&sh=1200,OVS,"€ 6,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton red T-shirt,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-red-t-shirt-002447463.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd6f721fa/media/products/002/447/002447463_F.jpg?sw=900&sh=1200,OVS,"€ 6,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's Pink Pure Cotton Regular Fit Tank Top,https://www.ovsfashion.com/en/pt/p/womens-pink-pure-cotton-regular-fit-tank-top-002447481.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw502caa7d/media/products/002/447/002447481_F.jpg?sw=900&sh=1200,OVS,"€ 7,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton green tank top,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-green-tank-top-002447487.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa145c056/media/products/002/447/002447487_F.jpg?sw=900&sh=1200,OVS,"€ 7,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's Stretch Cotton Brown Top,https://www.ovsfashion.com/en/pt/p/womens-stretch-cotton-brown-top-002447414.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa811db1c/media/products/002/447/002447414_F.jpg?sw=900&sh=1200,OVS,"€ 7,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's black stretch cotton top,https://www.ovsfashion.com/en/pt/p/womens-black-stretch-cotton-top-002447402.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9fb9a15e/media/products/002/447/002447402_F.jpg?sw=900&sh=1200,OVS,"€ 7,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's Pure Cotton Blue Tank Top,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-blue-tank-top-002447475.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb5055fca/media/products/002/447/002447475_F.jpg?sw=900&sh=1200,OVS,"€ 7,95",,,,,,,,,,,,,,,,,,,,,,,,,
Essential T-shirt in organic cotton,https://www.ovsfashion.com/en/pt/p/essential-t-shirt-in-organic-cotton-002108999.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw4b7569b4/media/products/002/108/002108999_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Pack de duas meias com logo ALTAVIA STUDIO,https://www.ovsfashion.com/en/pt/p/pack-de-duas-meias-com-logo-altavia-studio-002479066.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw3ca074fe/media/products/002/479/002479066_L.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Essential T-shirt in organic cotton,https://www.ovsfashion.com/en/pt/p/essential-t-shirt-in-organic-cotton-002108992.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb1a26e62/media/products/002/108/002108992_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's Multicolour Pure Cotton T-Shirt,https://www.ovsfashion.com/en/pt/p/womens-multicolour-pure-cotton-t-shirt-002447350.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw31a71e04/media/products/002/447/002447350_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's multicolour pure cotton t-shirt,https://www.ovsfashion.com/en/pt/p/womens-multicolour-pure-cotton-t-shirt-002447356.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwdbde5132/media/products/002/447/002447356_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's sleeveless multicolour pure cotton top,https://www.ovsfashion.com/en/pt/p/womens-sleeveless-multicolour-pure-cotton-top-002447505.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8b1f42b3/media/products/002/447/002447505_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with mock neck and elbow-length sleeves,https://www.ovsfashion.com/en/pt/p/t-shirt-with-mock-neck-and-elbow-length-sleeves-002134277.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw18bbe976/media/products/002/134/002134277_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Essential T-shirt in organic cotton,https://www.ovsfashion.com/en/pt/p/essential-t-shirt-in-organic-cotton-002109013.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw98fab385/media/products/002/109/002109013_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black pure cotton t-shirt regular fit,https://www.ovsfashion.com/en/pt/p/black-pure-cotton-t-shirt-regular-fit-002444788.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw65527a8c/media/products/002/444/002444788_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
White pure cotton t-shirt regular fit,https://www.ovsfashion.com/en/pt/p/white-pure-cotton-t-shirt-regular-fit-002444781.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw7787e50c/media/products/002/444/002444781_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Cotton T-shirt with kimono sleeves,https://www.ovsfashion.com/en/pt/p/cotton-t-shirt-with-kimono-sleeves-002072682.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwf8cb5a14/media/products/002/072/002072682_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Pink regular fit pure cotton t-shirt,https://www.ovsfashion.com/en/pt/p/pink-regular-fit-pure-cotton-t-shirt-002444816.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9464850e/media/products/002/444/002444816_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Solid colour T-shirt with V neck,https://www.ovsfashion.com/en/pt/p/solid-colour-t-shirt-with-v-neck-002079068.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe1bff72f/media/products/002/079/002079068_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with mock neck and elbow-length sleeves,https://www.ovsfashion.com/en/pt/p/t-shirt-with-mock-neck-and-elbow-length-sleeves-002134283.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw917f25fe/media/products/002/134/002134283_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Blue Pure Cotton T-Shirt Regular Fit,https://www.ovsfashion.com/en/pt/p/blue-pure-cotton-t-shirt-regular-fit-002444795.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb29918c1/media/products/002/444/002444795_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Brown pure cotton T-shirt regular fit,https://www.ovsfashion.com/en/pt/p/brown-pure-cotton-t-shirt-regular-fit-002444809.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw65da75cf/media/products/002/444/002444809_V1.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with mock neck and elbow-length sleeves,https://www.ovsfashion.com/en/pt/p/t-shirt-with-mock-neck-and-elbow-length-sleeves-002134271.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw494c9a51/media/products/002/134/002134271_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Solid colour T-shirt with V neck,https://www.ovsfashion.com/en/pt/p/solid-colour-t-shirt-with-v-neck-002079044.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwa3ca2fdd/media/products/002/079/002079044_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Solid colour T-shirt with V neck,https://www.ovsfashion.com/en/pt/p/solid-colour-t-shirt-with-v-neck-002079050.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd9d36cd1/media/products/002/079/002079050_F.jpg?sw=900&sh=1200,OVS,"€ 8,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola de gola alta cinza em mistura de algodão com corte regular,https://www.ovsfashion.com/en/pt/p/camisola-de-gola-alta-cinza-em-mistura-de-algodao-com-corte-regular-002479832.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd14f0299/media/products/002/479/002479832_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
"Camisola de gola alta rosa em mistura de algodão, regular fit",https://www.ovsfashion.com/en/pt/p/camisola-de-gola-alta-rosa-em-mistura-de-algodao-regular-fit-002479838.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw180a79f6/media/products/002/479/002479838_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola vermelha de mangas compridas e gola alta em algodão puro corte regular,https://www.ovsfashion.com/en/pt/p/camisola-vermelha-de-mangas-compridas-e-gola-alta-em-algodao-puro-corte-regular-002486488.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw798abe3c/media/products/002/486/002486488_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
"Camisola de gola alta preta em mistura de algodão, corte regular",https://www.ovsfashion.com/en/pt/p/camisola-de-gola-alta-preta-em-mistura-de-algodao-corte-regular-002479856.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwf0b1c498/media/products/002/479/002479856_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola de gola alta branca em mistura de algodão corte regular,https://www.ovsfashion.com/en/pt/p/camisola-de-gola-alta-branca-em-mistura-de-algodao-corte-regular-002479844.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwe77af697/media/products/002/479/002479844_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
"Camisola de gola alta castanha em mistura de algodão, ajuste regular",https://www.ovsfashion.com/en/pt/p/camisola-de-gola-alta-castanha-em-mistura-de-algodao-ajuste-regular-002479850.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw23ad818c/media/products/002/479/002479850_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
"T-shirt preto de algodão puro, regular fit",https://www.ovsfashion.com/en/pt/p/t-shirt-preto-de-algodao-puro-regular-fit-002462310.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd366e969/media/products/002/462/002462310_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
"Camisola branca em algodão puro, regular fit",https://www.ovsfashion.com/en/pt/p/camisola-branca-em-algodao-puro-regular-fit-002462304.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw277ce10f/media/products/002/462/002462304_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
White pure cotton T-shirt regular fit,https://www.ovsfashion.com/en/pt/p/white-pure-cotton-t-shirt-regular-fit-002457878.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd759f863/media/products/002/457/002457878_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt with long sleeves and high neck,https://www.ovsfashion.com/en/pt/p/t-shirt-with-long-sleeves-and-high-neck-002174577.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw730339a5/media/products/002/174/002174577_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt in cotton,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-in-cotton-002109087.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwbf82ad13/media/products/002/109/002109087_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt in cotton,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-in-cotton-002109105.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwf984932b/media/products/002/109/002109105_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Ribbed T-shirt with long sleeves,https://www.ovsfashion.com/en/pt/p/ribbed-t-shirt-with-long-sleeves-002111905.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw2692cb38/media/products/002/111/002111905_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton white polo shirt,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-white-polo-shirt-002447493.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw7c32b0a9/media/products/002/447/002447493_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002174595.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw1b42dd5c/media/products/002/174/002174595_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Ribbed T-shirt with long sleeves,https://www.ovsfashion.com/en/pt/p/ribbed-t-shirt-with-long-sleeves-002111911.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw5f61548c/media/products/002/111/002111911_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola castanha de algodão puro com corte regular,https://www.ovsfashion.com/en/pt/p/camisola-castanha-de-algodao-puro-com-corte-regular-002457860.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9dd23b7a/media/products/002/457/002457860_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Black pure cotton regular fit T-shirt,https://www.ovsfashion.com/en/pt/p/black-pure-cotton-regular-fit-t-shirt-002457872.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb3a12f7d/media/products/002/457/002457872_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Ribbed T-shirt with long sleeves,https://www.ovsfashion.com/en/pt/p/ribbed-t-shirt-with-long-sleeves-002111923.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd094e428/media/products/002/111/002111923_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002174601.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwec55a489/media/products/002/174/002174601_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's pure cotton blue polo,https://www.ovsfashion.com/en/pt/p/womens-pure-cotton-blue-polo-002447499.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb641561d/media/products/002/447/002447499_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002174607.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw9a77c977/media/products/002/174/002174607_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt in cotton,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-in-cotton-002109099.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw55640651/media/products/002/109/002109099_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002174583.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwb5421a6b/media/products/002/174/002174583_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Regular Fit Blue Pure Cotton T-Shirt,https://www.ovsfashion.com/en/pt/p/regular-fit-blue-pure-cotton-t-shirt-002457866.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw8b66c895/media/products/002/457/002457866_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Long-sleeved T-shirt with high neck,https://www.ovsfashion.com/en/pt/p/long-sleeved-t-shirt-with-high-neck-002174589.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw95d4ab03/media/products/002/174/002174589_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
Camisola vermelha de algodão puro corte regular,https://www.ovsfashion.com/en/pt/p/camisola-vermelha-de-algodao-puro-corte-regular-002462316.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwd2b9f372/media/products/002/462/002462316_F.jpg?sw=900&sh=1200,OVS,"€ 9,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt branca regular fit em algodão elástico,https://www.ovsfashion.com/en/pt/p/t-shirt-branca-regular-fit-em-algodao-elastico-002457685.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw3a7edcbc/media/products/002/457/002457685_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's White Cotton Blend T-shirt,https://www.ovsfashion.com/en/pt/p/womens-white-cotton-blend-t-shirt-002415793.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw04443cd8/media/products/002/415/002415793_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
White stretch cotton regular fit T-shirt with red accents,https://www.ovsfashion.com/en/pt/p/white-stretch-cotton-regular-fit-t-shirt-with-red-accents-002419776.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw6eda1806/media/products/002/419/002419776_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Vest in floral lace,https://www.ovsfashion.com/en/pt/p/vest-in-floral-lace-002135725.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwdd11b178/media/products/002/135/002135725_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Gorro bege de malha,https://www.ovsfashion.com/en/pt/p/gorro-bege-de-malha-002483919.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwfcd8f794/media/products/002/483/002483919_FSTILL.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
T-shirt rosa em algodão elástico ajustamento regular,https://www.ovsfashion.com/en/pt/p/t-shirt-rosa-em-algodao-elastico-ajustamento-regular-002504018.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw41843c58/media/products/002/504/002504018_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Women's multi-colour stretch cotton T-shirt,https://www.ovsfashion.com/en/pt/p/womens-multi-colour-stretch-cotton-t-shirt-002415798.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dw6220a387/media/products/002/415/002415798_F.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
Conjunto de dois bodies para bebês em algodão branco puro com estampa,https://www.ovsfashion.com/en/pt/p/conjunto-de-dois-bodies-para-bebes-em-algodao-branco-puro-com-estampa-002446193.html,https://www.ovsfashion.com/dw/image/v2/BKML_PRD/on/demandware.static/-/Sites-ovs-master/default/dwbae9ffe3/media/products/002/446/002446193_FSTILL.jpg?sw=900&sh=1200,OVS,"€ 11,95",,,,,,,,,,,,,,,,,,,,,,,,,
